,number_of_stars,number_of_planets,number_of_moons,circumbinary,orbital_period_in_days,orbital_semimajor_axis_in_AU,radius_in_Earth_radii,mass_in_Earth_masses,density_in_grams_per_cubic_centimeter,orbital_eccentricity,insolation_flux_in_Earth_flux,equilibrium_temperature,spectral_type,stellar_mass_in_Sun_masses,stellar_luminosity,stellar_surface_gravity,type,short_description,description,url,subtitle
5037,1,1,0,0,2.724033,0.05053,18.147,632.47853,0.62199,0.0,,3353.0,,2.03,,3.9,,,,,
5038,1,1,0,0,0.78883852,0.01652,15.861,366.77398,0.506,0.0126,3320.0,2113.0,,0.96,-0.043,4.42,,,,,
5040,1,1,0,0,2.8786765,0.0408,13.787,731.009,1.62,0.0,,1620.0,G0 V,1.09,,4.24,,,,,
5041,2,1,0,0,2.152175,0.03144,12.117,295.89973,0.914,,492.0,1311.0,,0.9,-0.313,4.51,,,,,
5042,2,1,0,0,4.8996284,0.06,16.388,98.841,0.132,0.0,,1379.0,F9,1.2,,4.23,,,,,
5043,1,1,0,0,4.322482,0.052,11.99,95.345,0.32,0.0,,,G3 V,,,,,,,,
5049,1,1,0,0,3.40883495,0.0442,13.664,282.54945,0.65116,0.0,,1456.0,,0.99,,,,,,,
5052,1,1,0,0,3.4059096,0.04659,17.363,151.916,0.172,0.0,,,,1.16,,,,,,,
5054,2,1,0,0,1.21987,0.0239,17.856,665.21819,0.689,,,2782.0,,1.5,,,,,,,
5057,2,1,0,0,1.53736596,0.02677,14.874,750.39663,1.26,,,1733.0,,1.08,,4.49,,,,,
5058,1,1,0,0,3.577469,0.0446,13.002,572.07,1.53,0.0,,,,0.93,-0.021,,,,,,
5060,1,1,0,0,4.055259,0.0486,14.235,88.989,0.186,0.0,,,,0.93,,,,,,,
5064,1,1,0,0,4.9816819,0.0561,12.576,167.49641,0.464,,,1021.0,,0.95,,4.51,,,,,
5065,1,1,0,0,0.813475,0.0142,10.424,565.714,2.939,0.0,,,,0.58,,,,,,,
5066,1,1,0,0,2.423804,0.03453,12.33,276.5121,0.811,,533.0,1337.0,G8 V,0.94,-0.198,4.49,,,,,
5067,2,1,0,0,3.126089,0.03963,10.604,306.38812,1.418,,294.0,1153.0,,0.85,-0.336,4.5,,,,,
5068,1,1,0,0,1.43036763,0.02335,13.159,607.0553,1.467,,,1636.0,G6 V,0.83,,4.49,,,,,
5069,1,4,0,0,4.1591492,,12.64,363.6,0.989,,,,,1.04,,4.34,,,,,
5071,1,4,0,0,9.03055,,3.567,14.2,1.72,0.01,,,,1.04,,4.34,,,,,
5072,1,4,0,0,0.7895933,,1.808,6.77,6.29,,,,,1.04,,4.34,,,,,
5075,1,1,0,0,1.6284279,0.0267,12.184,502.15,1.64,0.038,,1706.0,,0.96,,4.39,,,,,
5076,1,1,0,0,1.9551,0.0293,13.07,466.8287,1.325,,,1395.0,,0.89,,,,,,,
5077,1,1,0,0,1.7497798,0.0272,14.24,146.2,0.29,0.0,,1315.0,K2 V,0.87,,4.58,,,,,
5078,1,2,0,0,3.3098443,0.04101,12.038,677.61356,2.28,0.03,,1053.0,,0.84,-0.463,4.55,,,,,
5083,1,1,0,0,2.83891856,0.03769,11.769,204.68252,0.693,,,1338.0,,0.89,,4.45,,,,,
5085,1,1,0,0,7.919585,0.0697,8.687,274.276,2.4,0.1,,670.0,K5 V,0.72,,4.72,,,,,
5091,2,1,0,0,1.5732918,0.02648,14.247,403.945,0.823,0.0,,1689.0,G7,1.0,-0.022,4.39,,,,,
5092,1,1,0,0,2.3114243,0.0334,12.464,492.62,1.5,0.0,,1480.0,G6,0.93,,4.4,,,,,
5097,1,1,0,0,4.9546416,0.0617,14.908,305.1168,0.55,,,1487.0,,1.28,,4.23,,,,,
5098,2,1,0,0,3.7130203,0.04853,13.047,187.512,0.499,0.0,,1387.0,G4,1.11,,4.31,,,,,
5103,2,1,0,0,2.484193,0.0375,14.235,340.06,0.69,0.0,,1710.0,F9,1.14,,4.29,,,,,
5104,2,1,0,0,1.809886,0.033,20.512,292.4036,0.201,0.0,,2160.0,F7,1.46,,4.13,,,,,
5105,2,1,0,0,1.36002854,0.02335,13.787,529.81995,1.115,0.0074,1440.0,1715.0,,0.9,-0.129,4.48,,,,,
5110,1,1,0,0,3.06785234,0.0344,11.198,170.99254,0.717,0.002,,825.0,,0.58,,4.66,,,,,
5111,1,1,0,0,2.7164762,0.03908,16.018,231.69807,0.332,0.066,,1623.0,,1.08,0.246,4.26,,,,,
5113,1,1,0,0,4.971252,0.059,11.657,95.349,0.35,0.0,,1120.0,G8,1.11,,4.44,,,,,
5114,1,1,0,0,8.5234865,0.0771,10.559,220.565,1.104,0.0,,797.0,K0,0.84,,4.4,,,,,
5115,2,1,0,0,2.6556777,0.039,13.899,402.05495,0.88,0.0,,1452.0,G5 V,1.09,,,,,,,
5118,1,1,0,0,3.3564227,0.0427,11.657,1875.197,7.0,0.193,,1120.0,K3,0.92,,4.51,,,,,
5119,1,1,0,0,3.916243,0.0562,18.271,200.2329,0.193,0.0,,1840.0,F6,1.55,,4.03,,,,,
5120,1,1,0,0,2.798581,0.037,11.545,425.8922,1.59,0.0,,1160.0,K3,0.84,,4.3,,,,,
5121,1,1,0,0,2.1746742,0.0348,16.376,255.85315,0.346,0.0,,1871.0,F7,1.19,,4.26,,,,,
5122,1,1,0,0,2.7325321,0.04211,17.901,467.2101,0.479,0.0,,1942.0,F4,1.33,,4.2,,,,,
5126,1,1,0,0,3.4252602,0.0453,13.45,152.55,0.37,0.0,,1285.0,G8,1.06,,4.42,,,,,
5128,2,1,0,0,2.96264036,0.03762,12.823,293.03926,0.764,,,1171.0,,0.81,,4.61,,,,,
5133,1,1,0,0,3.352057,0.047,16.7,1274.44,1.61,0.1,,1500.0,F6 V,1.2,,4.4,,,,,
5134,1,1,0,0,1.0187068,0.01855,15.278,355.9696,0.54,0.0,,2000.0,K2 V,0.82,,4.6,,,,,
5135,1,1,0,0,2.663416,0.0282,11.561,188.15536,0.72,0.012,,2198.0,K7 V,0.65,,,,,,,
5136,1,1,0,0,1.7522239,0.0234,12.993,232.33373,0.62,0.057,,2470.0,K6 V,0.73,,,,,,,
5140,1,1,0,0,6.00127,0.05706,2.043,6.26,2.92,0.41,,790.0,K3.5 V,0.69,-0.676,4.62,,,,,
5142,2,3,0,0,2.61586178,0.0368,11.131,179.89178,0.715,,,,,0.97,,4.43,,,,,
5147,1,1,0,0,4.1877558,0.0515,12.78,378.2,1.06,0.0,,1230.0,,1.04,,4.35,,,,,
5148,1,1,0,0,3.7650007,0.0815,23.203,1398.452,0.62,0.0,,1577.0,F5,1.47,,4.04,,,,,
5149,1,1,0,0,2.8641424,0.04421,15.39,225.34147,0.34,0.038,1540.0,1743.0,G0 V,1.41,,4.25,,,,,
